"ind_ID","pot_ID","pot_number","sp","sp_group","Richness","CRichGroup","Group","Comp","mean_phydist","ABM","UBM","LTO","MLA","SLA","LDMC","SSD","Chl","Height","SRL","RD","RTD","SRA","Above_PC1","Above_PC2","Below_PC1","Below_PC2"
"CT-R1-G0-CG-181256","CT-R1-G0-CG-9",9,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,2.01,0.99,1.50738770282563,-0.208990069790597,-0.613672643167095,1.0608878530663,1.53246279726801,0.990209220255506,-0.779398863631987,-0.591495285463343,0.491189418531244,-0.0178320086581902,-0.394621205303241,-1.1638594897214,-0.731617027000353,-0.189362433362951,-0.564050941519424
"CT-R1-G0-CG-181257","CT-R1-G0-CG-9",9,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,0.34,0.26,0.153745587890495,-0.898605555841876,-0.469453375227236,2.61952092050336,2.28300479753089,-1.21667908277421,-1.08928529822499,2.60638121673704,-1.42002503515578,-1.14702938695084,2.42072697826846,-1.82325258227508,0.65519270161379,1.86326226223543,1.83332728471319
"CT-R1-G0-CM-183259","CT-R1-G0-CM-10",10,"CM","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,2.13,1.89,0.583337671700311,-0.440845083192592,-0.789398202250358,0.662841710656353,-0.140994493939605,-1.81608084409092,-0.199512367215372,-0.33693710733373,0.678537833847576,-0.569268445598204,0.0797989609519292,-0.768548883481497,0.0927454700478437,0.36780740451934,-0.65119631413253
"CT-R1-G0-CM-181090","CT-R1-G0-CM-1",1,"CM","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,3.07,1.4,0.17613700806457,-0.830593352640607,-0.455067442983905,0.129346485429889,-0.169050040607538,1.480628843151,-0.745648855904036,1.61582855105588,-1.52723358138485,0.321764354783375,0.941787763816063,-0.369867199088225,-0.917181578214107,0.295101484856391,1.69558107802011
"CT-R1-G0-CM-181093","CT-R1-G0-CM-1",1,"CM","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,1.21,0.42,-0.0627817486604826,-1.01084789093959,-0.561086323860605,0.137955655707631,-0.66333778011756,0.935718151044896,-0.905194346981623,0.682305079088871,-0.630768748690363,-0.0750162652496904,0.513887074562287,-0.344779005752531,-0.891894128282037,0.280324760600895,0.667464496394318
"CT-R1-G0-CM-181096","CT-R1-G0-CM-1",1,"CM","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,0.43,0.25,0.212378789562307,-1.0512293797732,-1.04721921494461,-0.315907294830212,-0.105083392567104,1.28991010091386,-1.01258073520692,-0.171732197333162,-0.457221212529488,0.742928085835017,-0.518039283562986,-0.523060254823147,-1.06269071011431,-0.700661479907558,0.314252310428363
"CT-R1-G0-CM-181178","CT-R1-G0-CM-12",12,"CM","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,0.88,0.39,0.00439251047670599,-1.05036358644471,-1.21213521492002,0.390392705493211,0.57722752327575,-0.303953673496489,-0.935876172188851,3.48559161939158,0.439539776370055,-5.13231704496709,3.31407304098486,-0.97899039085874,-0.262538402797553,4.72700427846878,0.211862507460264
"CT-R1-G0-CM-181179","CT-R1-G0-CM-12",12,"CM","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,2.43,1.14,0.498850459177249,-0.858734663073782,-1.12199015925058,1.23002986539601,-0.153819888749021,-0.753504994484024,-0.55542153961922,1.22222752583789,0.394168645755983,-2.20033058958969,2.03845160082238,-1.13769121244489,-0.318462735289294,2.2638622837594,-0.050910520076872
"CT-R1-G0-CM-181181","CT-R1-G0-CM-12",12,"CM","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,1.92,1.36,0.266164365671111,-0.903134320944711,-1.12076426988601,-0.295597639671142,0.0269767860134051,-0.590031786852193,-0.71803521321753,0.50641331016916,1.14338461329828,-2.17456997082935,1.53137120782021,-0.624273778176191,-0.394959933664762,2.02593734420088,-0.810435129462021
"CT-R1-G0-CM-181182","CT-R1-G0-CM-12",12,"CM","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,0.78,0.39,0.0496370277350976,-1.12015984861782,-1.71512588941976,0.260533839456827,-0.397502359423946,0.881227081834286,-1.00337618764475,2.14707449876266,-0.709368605511347,-1.8110520769303,2.46444140996704,-0.90277587929112,-1.01986882208971,2.24237996178055,1.08711102299275
